Time (hours),x,y,MSD,Mphi Area (µm),dMphi Area (µm),Eccentricity,GFP,RFP,Mtb Area (µm),dMtb Area (µm),Infection Status,Initial Infection Status,Final Infection Status,Cell ID,Acquisition ID,Experiment ID,Unique ID,ID,Mtb Area Processed (µm),Time Model (hours),Mtb Area Model (µm),r2,Doubling Amounts,Doubling Times
27.5,938.0276,264.26614,0.0,1582.7104,-110.69889831542969,0.0,719.20337,137.81384,18.73366,3.4061200618743896,True,True,True,6441,"(3, 5)",EXP1,6441.3.5,6441.3.5.EXP1,18.73366,,,,,
28.0,934.95105,265.13034,3.1956098079681396,1472.0116,-110.69889831542969,0.0,755.30426,141.20749,22.13978,3.4061200618743896,True,True,True,6441,"(3, 5)",EXP1,6441.3.5,6441.3.5.EXP1,22.13978,,,,,
27.5,75.4789,1027.0796,0.0,349.695,0.0,0.0,985.49835,427.57306,76.6377,0.0,True,True,True,6442,"(3, 5)",EXP1,6442.3.5,6442.3.5.EXP1,76.6377,,,,,
27.5,487.82907,1067.3401,0.0,1554.3262,191.31040954589844,0.0,1066.1855,157.74617,44.847248,87.42375183105469,True,True,True,6443,"(3, 5)",EXP1,6443.3.5,6443.3.5.EXP1,44.847248,,,,,
28.0,487.82907,1067.3401,0.0,,191.31040954589844,0.0,,,,87.42375183105469,True,True,True,6443,"(3, 5)",EXP1,6443.3.5,6443.3.5.EXP1,88.55912,,,,,
28.5,490.86115,1067.8091,3.0681309700012207,1745.6365,191.31040954589844,0.0,1136.5581,220.56552,132.271,87.42375183105469,True,True,True,6443,"(3, 5)",EXP1,6443.3.5,6443.3.5.EXP1,132.271,,,,,
27.5,360.07318,1092.6631,0.0,2397.3408,-91.96524047851562,0.0,672.0443,121.352356,5.6768665,2.2707467079162598,True,True,True,6444,"(3, 5)",EXP1,6444.3.5,6444.3.5.EXP1,5.6768665,27.5,5.67686653137207,1.0,,
28.0,359.72098,1092.1681,0.6075091361999512,2445.5942,-91.96524047851562,0.0,667.73285,121.503944,6.81224,2.2707467079162598,True,True,True,6444,"(3, 5)",EXP1,6444.3.5,6444.3.5.EXP1,6.81224,28.0,6.812240123748779,1.0,,
28.5,359.98898,1092.9124,0.7910460233688354,1393.1031,-91.96524047851562,0.0,786.2457,124.337814,5.6768665,2.2707467079162598,True,True,True,6444,"(3, 5)",EXP1,6444.3.5,6444.3.5.EXP1,5.6768665,28.5,5.67686653137207,1.0,,
29.0,359.831,1092.9308,0.15906113386154175,2263.9346,-91.96524047851562,0.0,709.14844,121.988464,8.5153,2.2707467079162598,True,True,True,6444,"(3, 5)",EXP1,6444.3.5,6444.3.5.EXP1,8.5153,29.0,8.515299797058105,1.0,,
29.5,360.04333,1092.864,0.22259244322776794,1978.3881,-91.96524047851562,0.0,744.5701,122.977615,8.5153,2.2707467079162598,True,True,True,6444,"(3, 5)",EXP1,6444.3.5,6444.3.5.EXP1,8.5153,29.5,8.515299797058105,1.0,,
30.0,357.33783,1091.3159,3.117107629776001,1972.7112,-91.96524047851562,0.0,735.87714,123.48345,7.9476137,2.2707467079162598,True,True,True,6444,"(3, 5)",EXP1,6444.3.5,6444.3.5.EXP1,7.9476137,30.0,7.947613716125488,1.0,,
30.5,355.7008,1090.6252,1.776760458946228,2305.3755,-91.96524047851562,0.0,655.4999,122.45457,7.9476137,2.2707467079162598,True,True,True,6444,"(3, 5)",EXP1,6444.3.5,6444.3.5.EXP1,7.9476137,30.5,7.947613716125488,1.0,,
27.5,1114.4044,1033.0145,0.0,311.65997,0.0,0.0,1841.45,516.8525,99.91286,0.0,True,True,True,6445,"(3, 5)",EXP1,6445.3.5,6445.3.5.EXP1,99.91286,,,,,
27.5,1055.3805,694.67596,0.0,1469.7408,44.27956008911133,0.0,684.8532,136.66743,21.572094,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,21.572094,27.5,21.38182005383879,0.9019233169470884,,
28.0,1054.1185,695.9104,1.7653279304504395,1451.0072,44.27956008911133,0.0,691.1084,140.17801,22.707466,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,22.707466,28.0,23.184539149490845,0.9019233169470884,,
28.5,1051.5356,698.5888,3.7209079265594482,1441.3564,44.27956008911133,0.0,670.37256,140.73218,25.5459,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,25.5459,28.5,24.513556071280433,0.9019233169470884,,
29.0,1052.5967,697.4074,1.587921142578125,1514.588,44.27956008911133,0.0,636.6297,140.82796,24.978214,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,24.978214,29.0,25.13176306946582,0.9019233169470884,,
29.5,1051.5614,697.3529,1.0367120504379272,1536.1602,44.27956008911133,0.0,643.15375,140.79047,24.978214,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,24.978214,29.5,25.824078213237783,0.9019233169470884,,
30.0,1051.5403,699.26337,1.9105781316757202,1508.9111,44.27956008911133,0.0,649.7077,142.35365,27.816647,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,27.816647,30.0,28.12994043186957,0.9019233169470884,,
30.5,1049.2216,700.3834,2.575075626373291,1613.9332,44.27956008911133,0.0,619.2336,143.56842,31.790455,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,31.790455,30.5,31.01986886042853,0.9019233169470884,,
31.0,1046.7924,701.84424,2.8346059322357178,1519.6973,44.27956008911133,0.0,657.7475,145.87897,32.925827,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,32.925827,31.0,31.363739952112724,0.9019233169470884,,
31.5,1045.7987,703.4324,1.8733705282211304,1461.2255,44.27956008911133,0.0,662.22375,145.63559,28.95202,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,28.95202,31.5,30.404302036181527,0.9019233169470884,,
32.0,1045.3489,704.2289,0.9147526621818542,,44.27956008911133,0.0,,,,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,29.80355,32.0,29.803550720214872,0.9019233169470884,,
32.5,1045.1484,704.14655,0.21669162809848785,1503.2344,44.27956008911133,0.0,620.64124,143.80779,30.65508,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,30.65508,32.5,30.99029170066854,0.9019233169470884,,
33.0,1044.1835,706.80493,2.8281047344207764,1376.6401,44.27956008911133,0.0,666.4689,144.73814,32.925827,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,32.925827,33.0,32.84153648243169,0.9019233169470884,,
33.5,1044.1917,705.8,1.0049771070480347,1433.4088,44.27956008911133,0.0,620.5992,142.44594,27.24896,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,27.24896,33.5,31.76968600940551,0.9019233169470884,,
34.0,1044.468,704.1923,1.631247639656067,1375.5048,44.27956008911133,0.0,638.3211,145.92117,30.65508,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,30.65508,34.0,30.636246193170265,0.9019233169470884,,
34.5,1044.1884,705.50037,1.33760666847229,1431.7058,44.27956008911133,0.0,660.5186,145.65187,30.65508,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,30.65508,34.5,31.13804808834248,0.9019233169470884,,
35.0,1044.7491,706.41724,1.0747731924057007,1436.815,44.27956008911133,0.0,667.1624,148.71118,32.35814,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,32.35814,35.0,32.98801916729828,0.9019233169470884,,
35.5,1042.3721,709.35126,3.776104688644409,1364.1511,44.27956008911133,0.0,691.6097,151.9821,36.331947,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,36.331947,35.5,35.108878159478365,0.9019233169470884,,
36.0,1043.2756,708.24146,1.431114912033081,1514.0204,44.27956008911133,0.0,639.5077,148.89577,36.331947,14.75985336303711,True,True,True,6446,"(3, 5)",EXP1,6446.3.5,6446.3.5.EXP1,36.331947,36.0,36.75454119785434,0.9019233169470884,,
27.5,901.17413,978.16455,0.0,355.37186,19.301347732543945,0.0,1728.7859,131.20447,0.5676867,-0.5676866769790649,True,True,False,6447,"(3, 5)",EXP1,6447.3.5,6447.3.5.EXP1,0.5676867,,,,,
28.0,898.41516,978.52576,2.7825164794921875,374.67322,19.301347732543945,0.0,1643.5924,130.36061,0.0,-0.5676866769790649,False,True,False,6447,"(3, 5)",EXP1,6447.3.5,6447.3.5.EXP1,0.0,,,,,
27.5,925.4347,496.03043,0.0,634.6737,-358.7779846191406,0.0,1967.0885,274.8211,86.856064,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,86.856064,27.5,86.85606384277295,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
28.0,925.4347,496.03043,0.0,,-358.7779846191406,0.0,,,,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,86.856064,28.0,86.85606384277344,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
28.5,928.7397,496.99133,3.4418482780456543,523.4071,-358.7779846191406,0.0,2002.8069,307.81778,86.856064,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,86.856064,28.5,89.37535043630453,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
29.0,931.554,498.0476,3.0060231685638428,,-358.7779846191406,0.0,,,,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,95.655205,29.0,95.65520477294916,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
29.5,932.2016,494.74152,3.368917226791382,718.12366,-358.7779846191406,0.0,1795.4878,296.34387,104.454346,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,104.454346,29.5,104.45434570312551,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
30.5,927.35956,521.2036,26.90144920349121,440.52487,-358.7779846191406,0.0,1223.5773,219.06958,39.738068,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,39.738068,30.5,39.738067626953125,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
31.0,932.72546,493.6376,28.08340835571289,827.1195,-358.7779846191406,0.0,1789.5538,294.8586,120.34958,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,120.34958,31.0,74.2250366210935,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
31.5,932.72546,493.6376,0.0,,-358.7779846191406,0.0,,,,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,108.712006,31.5,108.71200561523438,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
32.0,934.47705,494.63074,2.013546943664551,495.0228,-358.7779846191406,0.0,2003.9622,343.82913,97.074425,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,97.074425,32.0,97.07442474365234,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
32.5,933.3257,494.21475,1.2242099046707153,962.22894,-358.7779846191406,0.0,1681.9227,286.34573,125.458755,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,125.458755,32.5,125.45875549316406,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
33.0,935.36597,493.55264,2.1450278759002686,760.13245,-358.7779846191406,0.0,1921.9403,338.36444,143.05704,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,143.05704,33.0,143.05703735351562,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
34.0,906.0768,511.3241,34.25902557373047,266.24506,-358.7779846191406,0.0,1493.3113,446.42432,69.82546,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,69.82546,34.0,69.8254623413086,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
34.5,906.5263,512.7387,1.484317421913147,302.0093,-358.7779846191406,0.0,1414.1654,479.99435,81.17919,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,81.17919,34.5,81.17919158935547,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
35.0,906.7531,512.89984,0.278217613697052,317.33685,-358.7779846191406,0.0,1485.5277,473.74597,85.153,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,85.153,35.0,85.15299987792969,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
35.5,905.6346,513.31323,1.1924773454666138,347.99194,-358.7779846191406,0.0,1415.0392,444.78467,78.90845,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,78.90845,35.5,78.90844726562476,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
36.0,903.99164,514.98126,2.3412795066833496,272.4896,-358.7779846191406,0.0,1434.3396,533.2979,80.04382,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,80.04382,36.0,79.40477045212266,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
36.5,902.31274,516.9424,2.58160400390625,275.89572,-358.7779846191406,0.0,1340.7242,520.26544,78.90845,-7.947613716125488,True,True,True,6448,"(3, 5)",EXP1,6448.3.5,6448.3.5.EXP1,78.90845,36.5,79.17303678389284,0.7616400085989821,"[np.float64(39.738067626953125), np.float64(79.47613525390625)]",[np.float64(5.5)]
27.5,826.6112,485.89362,0.0,293.49402,0.0,0.0,1001.3211,119.145065,0.0,0.0,False,False,False,6449,"(3, 5)",EXP1,6449.3.5,6449.3.5.EXP1,0.0,,,,,
27.5,88.35629,469.0583,0.0,428.60345,128.2971954345703,0.0,908.9417,152.94173,9.650674,0.0,True,True,True,6450,"(3, 5)",EXP1,6450.3.5,6450.3.5.EXP1,9.650674,,,,,
28.0,88.35629,469.0583,0.0,,128.2971954345703,0.0,,,,0.0,True,True,True,6450,"(3, 5)",EXP1,6450.3.5,6450.3.5.EXP1,9.650674,,,,,
28.5,87.2681,469.34454,1.1252163648605347,556.90063,128.2971954345703,0.0,749.0999,141.60143,9.650674,0.0,True,True,True,6450,"(3, 5)",EXP1,6450.3.5,6450.3.5.EXP1,9.650674,,,,,
27.5,1027.6787,465.30435,0.0,235.02228,-48.25336837768555,0.0,851.0483,126.31159,0.0,0.0,False,False,False,6451,"(3, 5)",EXP1,6451.3.5,6451.3.5.EXP1,0.0,,,,,
28.0,1028.0122,463.68692,1.651455283164978,186.76892,-48.25336837768555,0.0,779.2341,126.48024,0.0,0.0,False,False,False,6451,"(3, 5)",EXP1,6451.3.5,6451.3.5.EXP1,0.0,,,,,
27.5,983.29126,545.2186,0.0,742.5342,-145.32778930664062,0.0,1510.0443,138.19418,5.10918,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,5.10918,27.5,5.109179973602295,1.0,,
28.0,982.1978,543.94666,1.677359938621521,734.58655,-145.32778930664062,0.0,1529.684,139.63138,4.5414934,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,4.5414934,28.0,4.5414934158325195,1.0,,
28.5,983.55084,546.0533,2.5037105083465576,692.57776,-145.32778930664062,0.0,1637.6311,139.97049,3.9738069,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,3.9738069,28.5,3.973806858062744,1.0,,
29.0,982.90027,542.7892,3.328301191329956,797.0321,-145.32778930664062,0.0,1461.49,139.05414,5.10918,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,5.10918,29.0,5.109179973602295,1.0,,
29.5,982.9804,541.11475,1.6763551235198975,781.7045,-145.32778930664062,0.0,1500.5563,138.32027,5.10918,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,5.10918,29.5,5.109179973602295,1.0,,
30.0,983.145,540.97736,0.21441338956356049,677.2502,-145.32778930664062,0.0,1614.0126,140.66388,5.6768665,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,5.6768665,30.0,5.67686653137207,1.0,,
30.5,981.14734,540.1402,2.166001319885254,793.626,-145.32778930664062,0.0,1458.6158,137.88197,4.5414934,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,4.5414934,30.5,4.5414934158325195,1.0,,
31.0,980.3432,536.5779,3.6519501209259033,827.1195,-145.32778930664062,0.0,1437.3356,138.19698,6.2445536,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,6.2445536,31.0,6.244553565979004,1.0,,
31.5,981.43134,539.0072,2.66188645362854,789.65216,-145.32778930664062,0.0,1516.0345,138.13084,4.5414934,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,4.5414934,31.5,4.5414934158325195,1.0,,
32.0,983.8023,539.6483,2.4561214447021484,597.20636,-145.32778930664062,0.0,1685.9277,143.9829,6.81224,1.7030600309371948,True,True,True,6452,"(3, 5)",EXP1,6452.3.5,6452.3.5.EXP1,6.81224,32.0,6.812240123748779,1.0,,
27.5,183.12515,540.7889,0.0,449.04016,0.0,0.0,1325.9532,158.04803,11.92142,0.0,True,True,True,6453,"(3, 5)",EXP1,6453.3.5,6453.3.5.EXP1,11.92142,,,,,
27.5,1001.6736,401.6138,0.0,246.94371,0.0,0.0,1365.0092,128.52873,0.0,0.0,False,False,False,6454,"(3, 5)",EXP1,6454.3.5,6454.3.5.EXP1,0.0,,,,,
27.5,208.70523,421.53265,0.0,608.5601,0.0,0.0,947.50653,124.77332,0.0,0.0,False,False,False,6455,"(3, 5)",EXP1,6455.3.5,6455.3.5.EXP1,0.0,,,,,
27.5,234.80272,404.4513,0.0,460.3939,0.0,0.0,1035.0333,125.61282,0.0,0.0,False,False,False,6456,"(3, 5)",EXP1,6456.3.5,6456.3.5.EXP1,0.0,,,,,
27.5,606.7076,396.2837,0.0,716.4206,0.0,0.0,828.5087,136.4889,9.082987,0.0,True,True,True,6457,"(3, 5)",EXP1,6457.3.5,6457.3.5.EXP1,9.082987,,,,,
27.5,423.66013,388.85254,0.0,492.75204,0.0,0.0,894.3825,116.23272,0.0,0.0,False,False,False,6458,"(3, 5)",EXP1,6458.3.5,6458.3.5.EXP1,0.0,,,,,
27.5,974.2752,419.7658,0.0,332.0967,0.0,0.0,935.8632,135.6359,5.10918,0.0,True,True,True,6459,"(3, 5)",EXP1,6459.3.5,6459.3.5.EXP1,5.10918,,,,,
27.5,595.7908,102.24477,0.0,542.70844,0.0,0.0,1363.8326,138.82845,5.6768665,0.0,True,True,True,6460,"(3, 5)",EXP1,6460.3.5,6460.3.5.EXP1,5.6768665,,,,,
27.5,436.3683,651.658,0.0,1489.0421,-324.1490783691406,0.0,1487.7468,122.03927,3.40612,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,3.40612,27.5,3.4061200618743896,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
28.0,436.71658,651.9529,0.45634832978248596,1626.4224,-324.1490783691406,0.0,1404.325,123.00942,6.81224,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,6.81224,28.0,6.812240123748779,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
28.5,433.4404,650.97644,3.4185988903045654,1323.8453,-324.1490783691406,0.0,1583.4456,123.62135,4.5414934,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,4.5414934,28.5,4.5414934158325195,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
29.0,432.4326,653.31445,2.5459752082824707,1153.5393,-324.1490783691406,0.0,1676.1073,124.49655,5.10918,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,5.10918,29.0,5.109179973602295,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
29.5,433.91168,651.2654,2.52713680267334,1401.0507,-324.1490783691406,0.0,1565.9222,124.14101,6.81224,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,6.81224,29.5,6.812240123748779,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
30.0,435.5393,652.69916,2.1690731048583984,1509.4789,-324.1490783691406,0.0,1447.9797,123.76946,6.2445536,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,6.2445536,30.0,6.244553565979004,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
30.5,434.52383,655.6307,3.1024160385131836,1381.7494,-324.1490783691406,0.0,1500.6384,123.935905,7.3799267,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,7.3799267,30.5,7.379926681518555,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
31.0,433.3503,653.51697,2.4176268577575684,1505.5051,-324.1490783691406,0.0,1447.2643,123.51471,6.2445536,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,6.2445536,31.0,6.244553565979004,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
31.5,433.01413,657.37915,3.876786231994629,1164.8931,-324.1490783691406,0.0,1611.5161,125.12427,5.10918,1.7030600309371948,True,True,True,6461,"(3, 5)",EXP1,6461.3.5,6461.3.5.EXP1,5.10918,31.5,5.109179973602295,1.0,"[np.float64(3.4061200618743896), np.float64(6.812240123748779)]",[np.float64(0.5)]
27.5,350.66312,668.32263,0.0,955.4167,0.0,0.0,1216.4932,218.85977,65.283966,0.0,True,True,True,6462,"(3, 5)",EXP1,6462.3.5,6462.3.5.EXP1,65.283966,,,,,
27.5,193.60458,695.31915,0.0,892.9711,35.19657516479492,0.0,1160.3649,127.34965,0.0,0.0,False,False,False,6463,"(3, 5)",EXP1,6463.3.5,6463.3.5.EXP1,0.0,,,,,
28.0,193.60458,695.31915,0.0,,35.19657516479492,0.0,,,,0.0,True,False,False,6463,"(3, 5)",EXP1,6463.3.5,6463.3.5.EXP1,0.0,,,,,
28.5,192.75351,696.0214,1.103408932685852,928.1677,35.19657516479492,0.0,1115.6049,127.42446,0.0,0.0,False,False,False,6463,"(3, 5)",EXP1,6463.3.5,6463.3.5.EXP1,0.0,,,,,
27.5,95.25862,697.45734,0.0,691.4424,0.0,0.0,1054.711,125.88095,1.70306,0.0,True,True,True,6464,"(3, 5)",EXP1,6464.3.5,6464.3.5.EXP1,1.70306,,,,,
27.5,458.56564,721.0305,0.0,6136.1255,0.0,0.0,893.835,131.25156,72.663895,0.0,True,True,True,6465,"(3, 5)",EXP1,6465.3.5,6465.3.5.EXP1,72.663895,,,,,
27.5,662.7241,675.31464,0.0,526.81323,0.0,0.0,1133.6326,251.69827,70.96084,0.0,True,True,True,6466,"(3, 5)",EXP1,6466.3.5,6466.3.5.EXP1,70.96084,,,,,
27.5,843.1272,589.4115,0.0,946.3337,364.454833984375,0.0,1105.586,139.93642,9.082987,76.63770294189453,True,True,True,6467,"(3, 5)",EXP1,6467.3.5,6467.3.5.EXP1,9.082987,27.5,9.018735534745849,0.946596201938301,"[np.float64(8.672163768978123), np.float64(17.344327537956246), np.float64(34.68865507591249), np.float64(69.37731015182499)]","[np.float64(0.5), np.float64(1.5), np.float64(3.0)]"
28.0,842.4043,589.0492,0.8086097240447998,1061.5741,364.454833984375,0.0,1023.99945,140.60161,8.5153,76.63770294189453,True,True,True,6467,"(3, 5)",EXP1,6467.3.5,6467.3.5.EXP1,8.5153,28.0,8.672163768978123,0.946596201938301,"[np.float64(8.672163768978123), np.float64(17.344327537956246), np.float64(34.68865507591249), np.float64(69.37731015182499)]","[np.float64(0.5), np.float64(1.5), np.float64(3.0)]"
28.5,841.7543,586.8478,2.2953789234161377,928.7354,364.454833984375,0.0,1057.5935,143.71088,8.5153,76.63770294189453,True,True,True,6467,"(3, 5)",EXP1,6467.3.5,6467.3.5.EXP1,8.5153,28.5,15.097870042896904,0.946596201938301,"[np.float64(8.672163768978123), np.float64(17.344327537956246), np.float64(34.68865507591249), np.float64(69.37731015182499)]","[np.float64(0.5), np.float64(1.5), np.float64(3.0)]"
29.0,855.9136,576.1538,17.74392318725586,1819.4358,364.454833984375,0.0,1035.6509,143.09079,30.65508,76.63770294189453,True,True,True,6467,"(3, 5)",EXP1,6467.3.5,6467.3.5.EXP1,30.65508,29.0,24.696193792604575,0.946596201938301,"[np.float64(8.672163768978123), np.float64(17.344327537956246), np.float64(34.68865507591249), np.float64(69.37731015182499)]","[np.float64(0.5), np.float64(1.5), np.float64(3.0)]"
29.5,857.0948,577.1062,1.5173386335372925,1934.6761,364.454833984375,0.0,941.4748,143.18427,32.35814,76.63770294189453,True,True,True,6467,"(3, 5)",EXP1,6467.3.5,6467.3.5.EXP1,32.35814,29.5,30.982346774830923,0.946596201938301,"[np.float64(8.672163768978123), np.float64(17.344327537956246), np.float64(34.68865507591249), np.float64(69.37731015182499)]","[np.float64(0.5), np.float64(1.5), np.float64(3.0)]"
30.0,853.90826,578.7837,3.601097822189331,1453.8456,364.454833984375,0.0,1072.4213,146.09996,28.95202,76.63770294189453,True,True,True,6467,"(3, 5)",EXP1,6467.3.5,6467.3.5.EXP1,28.95202,30.0,35.63936685254329,0.946596201938301,"[np.float64(8.672163768978123), np.float64(17.344327537956246), np.float64(34.68865507591249), np.float64(69.37731015182499)]","[np.float64(0.5), np.float64(1.5), np.float64(3.0)]"
30.5,857.0111,576.8613,3.65008544921875,1890.9644,364.454833984375,0.0,1083.6458,151.83939,47.68568,76.63770294189453,True,True,True,6467,"(3, 5)",EXP1,6467.3.5,6467.3.5.EXP1,47.68568,30.5,43.718198023566714,0.946596201938301,"[np.float64(8.672163768978123), np.float64(17.344327537956246), np.float64(34.68865507591249), np.float64(69.37731015182499)]","[np.float64(0.5), np.float64(1.5), np.float64(3.0)]"
