,Mtb Area (µm),ID,Acquisition ID,Compound,Concentration,Strain
986326,0.0,73.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
987059,0.0,21.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
987339,0.6257569193840027,7.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
987489,1.2291654148001512,51.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
987716,0.0,33.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
987936,0.0,243.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
988078,12.492790306786992,251.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
988322,0.0,278.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
988866,5.63181244599342,489.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
988984,0.4246207796582341,613.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
989101,0.0,644.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
989302,0.0,753.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
989567,3.0617393059567406,919.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
989661,0.0,929.6.12.ND0002,"(6, 12)",BDQ,EC99,RD1
